Zip Code,Number of Returns,Adjusted gross income (AGI)
18837,"  1,517 ","  51,201 "
18840,"  5,670 ","  237,575 "
18842,  172 ,"  6,047 "
18843,  204 ,"  6,855 "
18844,  943 ,"  33,818 "
18845,  188 ,"  6,247 "
18846,  389 ,"  15,013 "
18847,"  2,831 ","  93,393 "
18848,"  4,842 ","  178,006 "
18850,"  1,263 ","  43,457 "
18851,  378 ,"  13,085 "
18853,"  2,260 ","  85,889 "
18854,  881 ,"  28,689 "
18901,"  15,679 ","  1,398,567 "
18902,"  8,533 ","  1,045,192 "
18910,  202 ,"  14,268 "
18911,  223 ,"  11,502 "
18912,  464 ,"  38,764 "
18913,  252 ,"  47,544 "
18914,"  9,865 ","  788,839 "
18915,  744 ,"  42,998 "
18916,  230 ,"  8,726 "
18917,"  1,213 ","  58,936 "
18918,  28 ,  629 
18920,  360 ,"  46,419 "
18921,  132 ,"  5,728 "
18922,  83 ,"  5,734 "
18923,  521 ,"  44,435 "
18924,  26 ,"  1,303 "
18925,"  2,468 ","  294,659 "
18927,  248 ,"  18,385 "
18928,  192 ,"  18,480 "
18929,"  4,393 ","  421,827 "
18930,"  1,318 ","  85,376 "
18931,  266 ,"  32,107 "
18932,  294 ,"  21,136 "
18933,  110 ,"  15,318 "
18934,  202 ,"  20,068 "
18935,  177 ,"  7,179 "
18936,  257 ,"  13,513 "
18938,"  7,195 ","  1,482,695 "
18940,"  15,489 ","  2,218,338 "
18942,"  1,524 ","  103,838 "
18943,  203 ,"  11,142 "
18944,"  11,707 ","  769,874 "
18946,  168 ,"  9,781 "
18947,"  2,879 ","  288,118 "
18949,  307 ,"  12,725 "
18950,  312 ,"  26,399 "
18951,"  17,806 ","  982,524 "
18953,  192 ,"  9,955 "
18954,"  5,262 ","  503,148 "
18955,  852 ,"  37,806 "
18956,  123 ,"  10,201 "
18957,  103 ,"  6,101 "
18958,  114 ,"  5,552 "
18960,"  6,909 ","  377,203 "
18962,  339 ,"  19,716 "
18963,  381 ,"  69,923 "
18964,"  7,448 ","  408,237 "
18966,"  21,472 ","  1,607,191 "
18968,  144 ,"  7,866 "
18969,"  8,023 ","  506,711 "
18970,  468 ,"  24,497 "
18971,  101 ,"  3,317 "
18972,"  1,622 ","  100,369 "
18974,"  22,591 ","  1,349,686 "
18976,"  10,267 ","  729,347 "
18977,"  2,245 ","  376,413 "
18979,  110 ,"  5,454 "
18980,  291 ,"  23,946 "
18981,  57 ,"  1,848 "
19001,"  9,158 ","  521,634 "
19002,"  16,924 ","  2,055,557 "
19003,"  7,051 ","  572,480 "
19004,"  5,433 ","  774,584 "
19006,"  11,484 ","  1,409,917 "
19007,"  12,208 ","  428,755 "
19008,"  10,942 ","  833,541 "
19009,  582 ,"  137,373 "
19010,"  9,982 ","  2,745,640 "
19012,"  3,493 ","  236,182 "
19013,"  15,726 ","  360,688 "
19014,"  11,700 ","  622,537 "
19015,"  8,816 ","  361,929 "
19016,  208 ,"  4,938 "
19017,  292 ,"  21,725 "
19018,"  13,174 ","  548,272 "
19020,"  29,871 ","  1,439,384 "
19021,"  5,600 ","  219,313 "
19022,"  1,874 ","  56,441 "
19023,"  10,503 ","  300,759 "
19025,"  3,018 ","  362,457 "
19026,"  16,836 ","  930,975 "
19027,"  10,248 ","  788,482 "
19028,  126 ,"  7,597 "
19029,"  2,310 ","  90,395 "
19030,"  7,014 ","  327,904 "
19031,"  2,421 ","  255,215 "
19032,"  3,548 ","  123,289 "
19033,"  4,390 ","  208,819 "
19034,"  3,541 ","  509,926 "
19035,"  2,163 ","  1,126,743 "
19036,"  7,326 ","  291,706 "
19037,  228 ,"  5,440 "
19038,"  16,398 ","  1,367,071 "
19039,  89 ,"  5,623 "
19040,"  11,689 ","  626,245 "
19041,"  3,056 ","  1,052,897 "
19043,"  1,542 ","  66,840 "
19044,"  8,727 ","  512,737 "
19046,"  10,846 ","  1,651,745 "
19047,"  18,526 ","  1,301,393 "
19050,"  15,453 ","  638,098 "
19052,  105 ,"  4,187 "
19053,"  14,843 ","  955,699 "
19054,"  9,418 ","  418,680 "
19055,"  7,457 ","  303,072 "
19056,"  8,562 ","  408,656 "
19057,"  9,486 ","  383,142 "
19058,  255 ,"  8,289 "
19061,"  16,196 ","  1,019,263 "
19063,"  19,933 ","  1,804,387 "
19064,"  13,198 ","  901,557 "
19065,  48 ,"  8,688 "
19066,"  2,893 ","  619,841 "
19067,"  27,914 ","  2,608,342 "
19070,"  3,920 ","  195,687 "
19072,"  5,189 ","  988,085 "
19073,"  9,974 ","  1,666,239 "
19074,"  3,254 ","  143,783 "
19075,"  3,809 ","  262,427 "
19076,"  3,451 ","  144,383 "
19078,"  6,499 ","  319,747 "
19079,"  5,004 ","  152,567 "
19081,"  4,789 ","  441,486 "
19082,"  19,571 ","  597,256 "
19083,"  18,955 ","  1,260,492 "
19085,"  2,873 ","  1,448,552 "
19086,"  6,086 ","  623,174 "
19087,"  16,165 ","  2,965,451 "
19090,"  10,698 ","  511,696 "
19094,"  2,479 ","  97,722 "
19095,"  3,204 ","  263,382 "
19096,"  7,364 ","  1,159,259 "
19101,"  1,421 ","  103,131 "
19102,"  2,687 ","  307,125 "
19103,"  12,859 ","  1,815,182 "
19104,"  15,258 ","  391,297 "
19105,  539 ,"  16,323 "
19106,"  5,938 ","  876,849 "
19107,"  6,236 ","  314,780 "
19109,  130 ,"  16,316 "
19110,  77 ,"  2,663 "
19111,"  30,361 ","  1,113,896 "
19112,  95 ,"  6,849 "
19114,"  16,909 ","  721,931 "
19115,"  17,452 ","  780,828 "
19116,"  16,213 ","  671,124 "
19118,"  5,663 ","  688,047 "
19119,"  14,461 ","  811,608 "
19120,"  30,864 ","  787,343 "
19121,"  13,860 ","  248,236 "
19122,"  7,310 ","  158,013 "
19123,"  6,029 ","  244,669 "
19124,"  29,276 ","  705,359 "
19125,"  11,064 ","  316,410 "
19126,"  8,098 ","  256,865 "
19127,"  2,914 ","  129,116 "
19128,"  19,168 ","  968,743 "
19129,"  5,214 ","  267,084 "
19130,"  12,681 ","  811,896 "
19131,"  20,877 ","  606,336 "
19132,"  18,030 ","  328,197 "
19133,"  11,018 ","  173,301 "
19134,"  24,894 ","  544,513 "
19135,"  15,681 ","  473,880 "
19136,"  17,085 ","  605,684 "
19137,"  4,407 ","  145,144 "
19138,"  17,013 ","  451,594 "
19139,"  19,296 ","  405,529 "
19140,"  24,800 ","  457,142 "
19141,"  15,397 ","  377,966 "
19142,"  12,949 ","  297,927 "
19143,"  32,043 ","  796,825 "
19144,"  20,453 ","  572,295 "
19145,"  22,870 ","  707,992 "
19146,"  17,420 ","  729,406 "
19147,"  18,747 ","  1,067,867 "
19148,"  24,527 ","  745,674 "
19149,"  24,654 ","  771,025 "
19150,"  13,728 ","  474,587 "
19151,"  15,341 ","  500,006 "
19152,"  16,544 ","  619,431 "
19153,"  6,048 ","  210,860 "
19154,"  17,710 ","  793,294 "
19155,  47 ,"  1,367 "
19160,  185 ,"  3,550 "
19193,  10 ,  92 
19301,"  3,851 ","  460,021 "
19310,"  1,414 ","  73,650 "
19311,"  3,929 ","  330,181 "
19312,"  6,083 ","  1,309,946 "
19316,  197 ,"  9,465 "
19317,"  5,189 ","  861,502 "
19318,  172 ,"  5,983 "
19319,  192 ,"  13,453 "
19320,"  24,302 ","  1,401,298 "
19330,"  2,594 ","  161,417 "
19331,  108 ,"  31,593 "
19333,"  3,794 ","  809,433 "
19335,"  23,614 ","  1,931,670 "
19341,"  9,029 ","  799,302 "
19342,"  8,552 ","  817,402 "
19343,"  3,777 ","  400,332 "
19344,"  5,828 ","  295,272 "
19345,  562 ,  100 
19346,  82 ,"  3,131 "
19347,  140 ,"  9,424 "
19348,"  10,764 ","  1,123,804 "
19350,"  5,202 ","  634,704 "
19351,  90 ,"  4,865 "
19352,"  3,600 ","  300,084 "
19353,  40 ,"  2,538 "
19354,  110 ,"  7,929 "
19355,"  12,502 ","  2,075,658 "
19357,  114 ,"  21,405 "
19358,  271 ,"  7,752 "
19360,  161 ,"  9,679 "
19362,"  2,801 ","  136,016 "
19363,"  7,583 ","  415,006 "
19365,"  3,669 ","  172,754 "
19366,  70 ,"  6,227 "
19367,  235 ,"  8,511 "
19369,  325 ,"  10,788 "
19371,  21 ,  422 
19372,"  1,358 ","  78,630 "
19373,"  1,296 ","  148,338 "
19374,  739 ,"  25,460 "
19375,  607 ,"  77,629 "
19376,  223 ,"  10,621 "
19380,"  25,910 ","  2,477,896 "
19381,  273 ,"  16,740 "
19382,"  24,801 ","  2,583,088 "
19383,  45 ,  752 
19390,"  6,653 ","  476,342 "
19395,  198 ,"  19,984 "
19399,  145 ,"  12,286 "
19401,"  19,495 ","  712,711 "
19403,"  23,142 ","  1,596,520 "
19404,  323 ,"  9,344 "
19405,"  2,845 ","  109,070 "
19406,"  12,606 ","  939,241 "
19407,  39 ,"  1,671 "
19408,  96 ,"  4,153 "
19409,  68 ,"  3,380 "
19421,  282 ,"  37,232 "
19422,"  10,128 ","  1,314,455 "
19423,  109 ,"  8,036 "
19425,"  6,033 ","  921,910 "
19426,"  16,552 ","  1,549,435 "
19428,"  10,272 ","  713,645 "
19430,  151 ,"  7,062 "
19432,  58 ,"  4,486 "
19435,  366 ,"  18,950 "
19436,  433 ,"  143,510 "
19437,  750 ,"  287,064 "
19438,"  11,488 ","  879,726 "
19440,"  9,636 ","  546,085 "
19442,  635 ,"  55,591 "
19443,  105 ,"  5,113 "
19444,"  5,745 ","  709,693 "
19446,"  28,898 ","  2,078,882 "
19450,  217 ,"  16,919 "
19451,  35 ,"  1,117 "
19453,  831 ,"  35,640 "
19454,"  14,419 ","  1,141,177 "
19456,  459 ,"  26,097 "
19457,  271 ,"  10,783 "
19460,"  19,674 ","  1,693,781 "
19462,"  8,214 ","  685,128 "
19464,"  24,761 ","  1,116,651 "
19465,"  8,393 ","  576,921 "
19468,"  13,187 ","  836,327 "
19470,  202 ,"  9,617 "
19472,  169 ,"  6,969 "
19473,"  6,912 ","  514,850 "
19474,  748 ,"  50,598 "
19475,"  5,604 ","  336,325 "
19477,  192 ,"  30,897 "
19478,  189 ,"  7,511 "
19480,  81 ,"  6,860 "
19481,  340 ,"  48,150 "
19482,  70 ,"  11,369 "
19486,  166 ,"  8,238 "
19490,  405 ,"  48,120 "
19492,  322 ,"  16,785 "
19501,  658 ,"  27,241 "
19503,  697 ,"  33,967 "
19504,"  2,547 ","  144,587 "
19505,"  1,847 ","  85,082 "
19506,"  3,763 ","  202,193 "
19507,"  1,725 ","  73,614 "
19508,"  8,292 ","  432,538 "
19510,"  3,638 ","  199,970 "
19511,  145 ,"  7,029 "
19512,"  9,235 ","  445,750 "
19516,  142 ,"  5,305 "
19518,"  7,140 ","  464,136 "
19519,  141 ,"  6,894 "
19520,"  3,044 ","  220,026 "
19522,"  7,684 ","  436,201 "
19523,  164 ,"  6,841 "
19525,"  6,452 ","  414,794 "
19526,"  6,282 ","  250,780 "
19529,"  1,587 ","  90,095 "
19530,"  5,726 ","  284,777 "
19533,"  3,443 ","  179,516 "
19534,"  1,105 ","  54,522 "
19535,  95 ,"  9,011 "
19536,  298 ,"  10,938 "
19538,  81 ,"  3,118 "
19539,"  2,445 ","  123,817 "
19540,"  6,408 ","  410,198 "
19541,"  2,251 ","  128,685 "
19542,  52 ,"  1,574 "
19543,"  2,725 ","  177,864 "
19544,  158 ,"  5,192 "
19545,  353 ,"  12,181 "
19547,"  2,445 ","  149,477 "
19548,  89 ,"  3,977 "
19549,  175 ,"  5,723 "
19550,  278 ,"  9,194 "
19551,"  2,700 ","  149,827 "
19554,  342 ,"  13,302 "
19555,"  2,040 ","  86,756 "
19559,  275 ,"  10,967 "
19560,"  4,390 ","  176,469 "
19562,"  1,413 ","  56,456 "
19564,  113 ,"  4,908 "
19565,"  4,677 ","  238,414 "
19567,"  2,827 ","  115,619 "
19601,"  15,369 ","  342,951 "
19602,"  8,588 ","  157,080 "
19603,  720 ,"  18,605 "
19604,"  11,898 ","  300,467 "
19605,"  10,826 ","  485,364 "
19606,"  18,260 ","  934,832 "
19607,"  12,461 ","  690,315 "
19608,"  11,599 ","  825,763 "
19609,"  5,613 ","  251,794 "
19610,"  8,514 ","  927,594 "
19611,"  4,991 ","  157,033 "
19612,  639 ,"  15,206 "
